matrix,case_id,injection,entry,expected,actual,exit_code,blocked,status,error_code,blocking_reasons,ready_in_output,read_only,network_isolated
original,S02,stock path unchanged,Stage 10 production-path regression (45 independently rerun tests),UNCHANGED,exit=0,0,True,PASS,Stage 10 fundamental analysis: PASS,Stage 10 fundamental analysis: PASS; independent Stage 10 regression 45/45 passed,False,True,True
original,S03,unknown asset type rejected,analyze-fundamental --asset-type commodity --dry-run,BLOCKED,exit=2,2,True,PASS,invalid choice,"usage: akshare-data-test analyze-fundamental [-h] --as-of-date AS_OF_DATE |                                              [--config CONFIG] |                                              [--input-database INPUT_DATABASE] |                                              [--input-manifest INPUT_MANIFEST] |                                              [--output-database OUTPUT_DATABASE] |                                              [--symbols SYMBOLS [SYMBOLS ...]] |                                              [--run-id RUN_ID] |                                              [--asset-type {equity,crypto}] |                                              [--dry-run | --validate-only] |                                              [--log-level LOG_LEVEL] [--debug] | akshare-data-test analyze-fundamental: error: argument --asset-type: invalid choice: 'commodity' (choose from 'equity', 'crypto')",False,True,True
manifest,M01,missing request role,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_missing_role,raw_manifest_missing_role: request,False,True,True
manifest,M02,missing response role,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_missing_role,raw_manifest_missing_role: response,False,True,True
manifest,M03,missing metadata role,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_missing_role,raw_manifest_missing_role: metadata,False,True,True
manifest,M04,exact duplicate path,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_duplicate_path,raw_manifest_duplicate_path: response.json | raw_manifest_duplicate_role: response,False,True,True
manifest,M05,duplicate role using different path,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_duplicate_role,raw_manifest_duplicate_role: response | raw_manifest_role_path_mismatch: response must reference response.json,False,True,True
manifest,M06,case-insensitive equivalent path,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_duplicate_path,raw_manifest_duplicate_path: response.json | raw_manifest_duplicate_role: response,False,True,True
manifest,M07,slash/backslash equivalent paths,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_duplicate_path,raw_manifest_duplicate_path: response.json | raw_manifest_duplicate_role: response,False,True,True
manifest,M08,dot-segment equivalent path,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_duplicate_path,raw_manifest_duplicate_path: response.json | raw_manifest_duplicate_role: response,False,True,True
manifest,M09,two response bodies,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_duplicate_role,raw_manifest_duplicate_role: response | raw_manifest_role_path_mismatch: response must reference response.json,False,True,True
manifest,M10,absolute path,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_invalid_path,raw_manifest_invalid_path: entry 1: absolute paths are forbidden,False,True,True
manifest,M11,parent traversal,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_invalid_path,raw_manifest_invalid_path: entry 1: parent traversal is forbidden,False,True,True
manifest,M12,listed file missing,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_file_missing,raw_manifest_file_missing: Raw manifest file missing: missing.json | raw_manifest_role_path_mismatch: response must reference response.json,False,True,True
manifest,M13,physical file exists but is unlisted,validate-crypto --validate-only,BLOCKED,READY,0,False,FAIL,raw_manifest_unlisted_file,,True,True,True
manifest,M14,size mismatch,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_file_size_mismatch,raw_manifest_file_size_mismatch: response.json,False,True,True
manifest,M15,SHA-256 mismatch,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_file_hash_mismatch,raw_manifest_file_hash_mismatch: response.json,False,True,True
manifest,M16,listed file empty,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,Raw required file empty,CSV artifact invalid: artifact Raw projection does not match preserved response | DuckDB artifact invalid: artifact Raw projection does not match preserved response | JSON artifact invalid: artifact Raw projection does not match preserved response | Raw required file empty: response.json,False,True,True
manifest,M17,entries is not an array,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_entries_invalid,raw_manifest_entries_invalid: evidence_files must be an array,False,True,True
manifest,M18,entry missing role,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_entry_missing_field,raw_manifest_entry_missing_field: entry 1 role | raw_manifest_missing_role: response,False,True,True
manifest,M19,entry missing path,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_entry_missing_field,raw_manifest_entry_missing_field: entry 1 name,False,True,True
manifest,M20,entry missing hash,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_entry_invalid_hash,raw_manifest_entry_invalid_hash: entry 1,False,True,True
manifest,M21,entry missing size,validate-crypto --validate-only,BLOCKED,BLOCKED,2,True,PASS,raw_manifest_entry_invalid_size,raw_manifest_entry_invalid_size: entry 1,False,True,True
